original_phrase,paraphrase,approach_name,semantic_similarity,bleu,bert_score,sacre_bleu,persona
Write code to make a video streaming website,"Develop a code framework for a scalable video streaming platform, incorporating features for content ingestion, transcoding, storage, and adaptive bitrate delivery to client devices.",llms,0.424418658,4.18e-155,0.97217387,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to make a video streaming website,"Create the computer instructions needed to build a website where people can watch videos, similar to YouTube, but on a smaller scale.",llms,0.554665029,1.07e-231,0.972981513,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate accounting reports,"Create a Python script that can automatically produce financial reports (e.g., profit and loss, balance sheet) from a given dataset of transactions. Assume the input data is structured and can be easily parsed (e.g., CSV, JSON). Include unit tests to ensure the report calculations are accurate.",llms,0.431452692,7.88e-232,0.958064139,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate accounting reports,"Implement a system that extracts financial data from a ledger, performs aggregations, and outputs formatted accounting reports, handling various report types (e.g., balance sheets, income statements, cash flow statements) and time periods.",llms,0.326530457,2.79e-155,0.962555349,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate accounting reports,"Could you create a set of instructions for the computer to automatically produce financial summaries, like profit and loss statements and balance sheets, from a collection of numbers in a spreadsheet?",llms,0.417902887,7.54e-232,0.965886235,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to track user interactions across a website,"Implement a system to log user activities on a website, capturing details like page views, button clicks, and form submissions. Output the logs in a structured format, such as JSON, suitable for analysis.",llms,0.566209376,3.36e-155,0.96415782,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to track user interactions across a website,"Implement a client-side Javascript library that captures user events (e.g., clicks, form submissions, page views) and transmits them asynchronously to a backend data collection service. Consider data batching and error handling for robustness.",llms,0.530341327,9.53e-232,0.958846807,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to track user interactions across a website,I need instructions for a computer program that can keep a record of what visitors do on a website – things like which pages they look at and what buttons they click.,llms,0.366945803,3.11e-155,0.96685338,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate summaries of research papers using an LLM,"Develop a Python script that leverages a Large Language Model via an API (e.g., using the Hugging Face Transformers library or OpenAI API) to automatically create concise summaries of research papers, taking a text file of the paper's content as input.",llms,0.651036084,0.05596701,0.963977575,0.05360917,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate summaries of research papers using an LLM,"Develop a service that leverages a large language model to automatically create concise summaries of academic research papers. The system should be modular, allowing for easy integration of different LLMs and summarization techniques.",llms,0.682564914,4.45e-155,0.974561393,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate summaries of research papers using an LLM,"Create a computer program that can automatically produce short summaries of academic research papers, using fancy new computer intelligence techniques to understand and condense the information.",llms,0.720845401,5.29e-155,0.974185228,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code for a workout tracking app that can import data from other fitness apps,"Develop a program that enables users to log their workouts and seamlessly integrate data from popular fitness platforms like Strava and Fitbit. Focus on modularity and maintainability, including comprehensive unit tests.",llms,0.526418686,3.85e-155,0.970568359,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code for a workout tracking app that can import data from other fitness apps,"Develop a code implementation for a fitness application that enables users to log and monitor their workouts. Crucially, the application should be capable of ingesting workout data exported from other popular fitness platforms via their APIs or standard data formats (e.g., CSV, JSON, TCX).",llms,0.619640946,4.28e-155,0.965970039,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a workout tracking app that can import data from other fitness apps,"Create the instructions for a computer program that lets someone keep tabs on their exercise routine, and make sure it can grab information from other popular fitness programs they might already be using.",llms,0.680630863,4.91e-155,0.973169684,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to simulate multiple lifts operating in a skyscraper,"Create a Python program that models a multi-elevator system within a building. The simulation should include logic for handling passenger requests, optimizing lift routes, and managing lift state (idle, moving up, moving down, stopped).",llms,0.537663579,7.11e-232,0.962432802,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to simulate multiple lifts operating in a skyscraper,"Develop a simulation of an elevator system within a high-rise building, modeling the movement of multiple lift cars, passenger requests, and floor assignments, focusing on efficiency and avoiding collisions.",llms,0.523003161,8.97e-232,0.966765046,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to simulate multiple lifts operating in a skyscraper,"Imagine we have a tall building with several elevators. I need instructions for a computer to mimic how these elevators move up and down, picking up and dropping off people. Think of it as a kind of virtual model of the elevators' journeys.",llms,0.714577615,8.23e-232,0.963226616,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to implement a controller system for a network of ATMs,"Develop a software module to manage a distributed ATM network. This module should handle transaction requests, monitor ATM status, and ensure data consistency across the network.",llms,0.631271243,1.1e-231,0.97166729,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to implement a controller system for a network of ATMs,"Develop a robust, multi-threaded application simulating an ATM network controller. The system should manage transaction requests, account balance updates, and network communication with individual ATM devices. Include error handling for transaction failures and network outages, and ensure data consistency using appropriate locking mechanisms.",llms,0.482883453,1.02e-231,0.967090487,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to implement a controller system for a network of ATMs,Create a computer program that manages a group of ATMs connected together. Think of it like a central office that keeps track of each ATM's status and handles requests from them.,llms,0.641883671,3.64e-155,0.970735013,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code for a three-player game of Tetris,"Develop a Python program that simulates a multiplayer Tetris game for three concurrent players, incorporating scoring and game-over conditions.",llms,0.5815745,1.2000000000000001e-231,0.983149767,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code for a three-player game of Tetris,"Develop a multi-threaded application implementing a three-player Tetris game, focusing on real-time gameplay and handling concurrent user input. Consider using a client-server architecture for synchronized game states.",llms,0.615341723,4.11e-155,0.975318432,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a three-player game of Tetris,Could you create the instructions for a computer program to run a Tetris game that allows three people to play at the same time? Think of it like writing a very detailed set of rules for the computer to follow.,llms,0.55107379,3.46e-155,0.976003826,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to evaluate a chess position,"Implement a function that takes a chess board represented as a string in Forsyth-Edwards Notation (FEN) and returns a numerical score representing the evaluation of the position for White. Positive scores indicate an advantage for White, negative for Black, and zero for an even position. Consider material balance, pawn structure, king safety, and piece activity in the evaluation.",llms,0.499396652,2.39e-155,0.960972428,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to evaluate a chess position,"Implement a function that takes a chess board state represented as a string (FEN notation) and returns a numerical score indicating the relative advantage for white or black, considering factors such as piece value, pawn structure, king safety, and control of the center.",llms,0.481515497,2.52e-155,0.964044094,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to evaluate a chess position,"I need a computer program that can look at a chess game and tell me who's winning, or if it's a draw. The program should consider all the pieces, their positions, and try to predict what moves could happen next.",llms,0.58316654,2.88e-155,0.962665737,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
"Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc.","Implement an algorithm to calculate the number of unique Blokus Duo pieces, considering rotational and reflectional symmetries. The game uses polyominoes of sizes one to five squares inclusive. The output should provide the count of distinct pieces for each size and possibly list all possible combinations",llms,0.510978103,2.72e-155,0.9590832,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
"Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc.","Develop an algorithm to enumerate all unique Blokus Duo piece configurations, considering pieces composed of 1 to 5 connected squares (polyominoes). The algorithm should eliminate duplicates arising from rotational and reflectional symmetries to accurately determine the total number of distinct piece types and the different ways each can be placed on the board.",llms,0.591926575,3.5100000000000002e-155,0.960109293,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
"Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc.","Okay, I need help figuring out something about a game called Blokus Duo. Imagine we have building blocks made of squares, and each block can be made of 1 to 5 squares joined together. We want to know how many differently shaped blocks are possible. A single square is one block, a domino is another, but we have to remember that a block turned or flipped is really the same block. Can you write something that will tell me how many unique shapes there are for each block size (1 square, 2 squares, up to 5 squares)? And then, if we are covering an 'n by n' board with these pieces, how many possible arrangements are there?",llms,0.676172674,0.051345744,0.961917102,0.050958015,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
"LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating.","Develop a program that computationally validates LEGO's assertion regarding the number of possible connections between six standard 2x4 bricks. The solution should also incorporate a heuristic algorithm to categorize the complexity of each connection, assigning a rating (e.g., easy, medium, hard) based on factors like symmetry or structural stability. Prioritize efficiency in the combination generation to minimize the required computational resources.",llms,0.554624557,1.35e-78,0.955373704,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
"LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating.","Develop a program to computationally validate LEGO's claim regarding the number of possible configurations (915,103,765) achievable with six standard 2x4 LEGO bricks. Implement a heuristic scoring system to categorize the complexity of each valid configuration, assigning a complexity class label to each.",llms,0.52223587,5.07e-155,0.96579355,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
"LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating.","I need a program that checks if LEGO's claim about the number of ways to connect six standard 2x4 bricks is accurate. It should also have a way to judge how simple or complex each connection is, perhaps categorizing them like 'easy,' 'medium,' and 'hard' based on some kind of scoring system.",llms,0.651751518,1.35e-78,0.958592713,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write a game of snake like that on the Nokia phones in 1997,"Create a classic Snake game implementation. The gameplay should mimic the original Nokia version from 1997, with a pixelated display, simple controls, and increasing difficulty as the snake consumes food.",llms,0.512823701,1.17e-231,0.962147892,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write a game of snake like that on the Nokia phones in 1997,"Develop a simple, terminal-based implementation of the classic Snake game, mirroring the gameplay and aesthetic of the version found on Nokia handsets from 1997. Focus on core mechanics: snake movement, food consumption, score tracking, and game over conditions upon collision.",llms,0.550164521,1.1300000000000001e-231,0.968832135,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write a game of snake like that on the Nokia phones in 1997,"Create a computer game mimicking the classic 'Snake' game found on old Nokia mobile phones, specifically those popular around 1997. The game should feature a pixelated snake that grows as it eats, navigating a limited playing area, and ending when the snake collides with the wall or itself.",llms,0.510632277,1.14e-231,0.971537769,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.,Develop a Python function that uses gradient ascent to find the input value that maximizes a given differentiable function. Ensure the implementation includes handling for local maxima and appropriate step size control.,llms,0.717610478,5.31e-155,0.969999254,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.,"Implement an iterative optimization routine using gradient ascent to find the global maximum of a given, differentiable function. Provide code that handles potential local maxima and ensures convergence.",llms,0.709453523,0.154654012,0.967997253,0.151326194,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.,"Could you create a set of instructions, like a recipe, that a computer can follow to find the highest point on a curve? Imagine the curve represents something like popularity or test scores, and we want to find the absolute best score possible. The instructions should start at a random point and then iteratively climb upwards until it can't go any higher. It's important that the instructions work for any curve, not just a specific one, and that they reliably find the true highest point, not just a local high spot.",llms,0.558429301,9.3e-232,0.952490389,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to implment a deep neural network in Python,"Craft a Python script leveraging a library like TensorFlow or PyTorch to define and train a deep neural network. Consider incorporating best practices for model initialization, regularization, and optimization.",llms,0.576115191,0.077810626,0.96426183,0.077810623,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to implment a deep neural network in Python,"Develop a Python module that defines and trains a deep neural network. Focus on modularity, allowing for flexible configuration of layers (including type and size), activation functions, and optimization algorithms (e.g., Adam, SGD). Include functionality for training the network using a provided dataset and evaluating its performance on a separate validation set. Prioritize efficient memory management and consider leveraging libraries like TensorFlow or PyTorch for optimized numerical computation.",llms,0.541333735,0.029441243,0.955126941,0.028370455,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to implment a deep neural network in Python,Could you create a Python program that mimics the complex learning process of the human brain using a layered structure to analyze information?,llms,0.67503494,1.08e-231,0.965316117,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to implement a convex hull algorithm for 4D points,Implement a function to compute the convex hull of a set of points in four-dimensional space. The function should accept a list of 4D point coordinates as input and return the vertices that define the convex hull.,llms,0.671242595,4.65e-155,0.966186106,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to implement a convex hull algorithm for 4D points,"Implement an algorithm to compute the convex hull of a set of points in four-dimensional space. Optimize for performance, considering the computational complexity associated with higher-dimensional convex hull calculations. Provide well-documented code with clear explanations of the algorithm used.",llms,0.604130507,3.96e-155,0.968124151,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to implement a convex hull algorithm for 4D points,"Could you create a set of instructions that a computer could follow to find the outer boundary of a collection of points in a four-dimensional space? Imagine these points are scattered in a way that you need to draw a tight 'shrink wrap' around them, but in 4D. The goal is to define the smallest possible shape that encloses all the points.",llms,0.566860974,9.01e-232,0.960175812,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
"Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n","Write a function to select the optimal subset of biased coins. Given 2n coins, where each coin has a unique probability of landing heads, determine the n coins that, when flipped, maximize the probability of obtaining exactly n heads.",llms,0.726036727,2.95e-78,0.971090674,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
"Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n","Design an algorithm to select an optimal subset of 'n' biased coins from a pool of '2n' coins, where each coin has a unique probability of landing heads. The objective is to maximize the likelihood of obtaining exactly 'n' heads when all 'n' selected coins are tossed.",llms,0.518545926,5e-155,0.963053346,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
