original_phrase,paraphrase,approach_name,semantic_similarity,bleu,bert_score,sacre_bleu,persona
Write code for a database for an online bicycle shop,Develop a database schema to support an e-commerce platform dedicated to selling bicycles.,llms,0.5768988728523254,5.3448396730677054e-155,0.9800605177879333,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a database for an online bicycle shop,Create a database design tailored for managing the inventory and sales processes of an online bicycle retail store.,llms,0.7264933586120605,2.8809483832030146e-78,0.9784826636314392,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a database for an online bicycle shop,"Construct a database system that serves the needs of a digital bicycle shop, focusing on product listings and customer transactions.",llms,0.6637247800827026,5.411083286395516e-155,0.9757146835327148,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a database for an online bicycle shop,"Implement a database architecture for an internet-based bicycle shop, ensuring efficient handling of inventory and customer data.",llms,0.6379294395446777,7.14469699963282e-155,0.9786785244941711,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a database for an online bicycle shop,"Design a comprehensive database solution for an online bicycle marketplace, including features for tracking products, orders, and customer information.",llms,0.6162964105606079,0.11856660123276004,0.9738075733184814,0.1185666099190712,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code for a database for an online bicycle shop,Create a program that manages a database for a website selling bicycles.,llms,0.658618688583374,3.28675562099495e-78,0.9856650233268738,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code for a database for an online bicycle shop,Develop a system for tracking information in a database dedicated to an online store for bicycles.,llms,0.8016419410705566,6.836365931062249e-155,0.988317608833313,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code for a database for an online bicycle shop,Design a database structure for an e-commerce platform that specializes in selling bicycles.,llms,0.5789684057235718,6.830096904817037e-155,0.9829121232032776,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code for a database for an online bicycle shop,Construct a program that organizes a database for a bicycle retail shop on the internet.,llms,0.8336589932441711,3.1569965207666664e-78,0.9845504760742188,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code for a database for an online bicycle shop,Set up a database to handle the inventory and sales for an online bicycle shop.,llms,0.7895368933677673,0.26332019392396333,0.9850491285324097,0.2633202075958252,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to make a video streaming website,Create a web application that allows users to stream videos online.,llms,0.5263771414756775,1.1640469867513693e-231,0.983953595161438,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to make a video streaming website,Develop a platform for video streaming where users can watch their favorite content.,llms,0.6540336608886719,5.3448396730677054e-155,0.9807809591293335,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to make a video streaming website,Build a website that facilitates streaming video content to users.,llms,0.5147714614868164,1.4959003140449574e-231,0.9850906729698181,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to make a video streaming website,Implement a web-based service for streaming videos seamlessly.,llms,0.2883181571960449,1.2508498911928379e-231,0.9789853692054749,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to make a video streaming website,Construct an online video streaming site that provides access to a variety of videos.,llms,0.47743329405784607,5.541564466373977e-155,0.982025682926178,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to make a video streaming website,Create a web application that enables users to stream videos online.,llms,0.5302749872207642,1.1640469867513693e-231,0.9837731122970581,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to make a video streaming website,Develop a platform for live and on-demand video streaming services.,llms,0.4545166790485382,6.061838450024688e-155,0.9755469560623169,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to make a video streaming website,Build a website dedicated to video streaming functionality for users.,llms,0.6131377220153809,6.887578243315168e-155,0.9838307499885559,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to make a video streaming website,Construct a system that allows users to upload and access video content over the internet.,llms,0.6113300919532776,1.1988328686372911e-231,0.9746015667915344,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to make a video streaming website,Design an online portal where users can watch and interact with streaming video content.,llms,0.6054996848106384,1.1008876702055895e-231,0.9748650789260864,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to make a video streaming website,Create a program that builds a website for streaming videos.,llms,0.5244230628013611,1.3165594234639305e-231,0.9866845607757568,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to make a video streaming website,Develop a site that allows users to watch videos online.,llms,0.5429794192314148,1.1896457329133973e-231,0.9819013476371765,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to make a video streaming website,Construct a web application dedicated to video streaming services.,llms,0.5349149703979492,6.8489908526642754e-155,0.9821672439575195,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to make a video streaming website,Design a platform where people can stream videos over the internet.,llms,0.46184518933296204,9.788429383461836e-232,0.9798722267150879,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to make a video streaming website,Write software that enables the creation of a video streaming website.,llms,0.6058459281921387,0.22416933501922293,0.9870379567146301,0.22416932880878448,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate accounting reports,Create a program that produces financial statements and summaries.,llms,0.3260003924369812,0.0,0.9718681573867798,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate accounting reports,Develop a script to compile and generate reports for accounting purposes.,llms,0.6163917779922485,1.384292958842266e-231,0.9846001267433167,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate accounting reports,Write a function that generates various financial reports for analysis.,llms,0.43496355414390564,1.1896457329133973e-231,0.9849779009819031,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate accounting reports,Implement code that creates accounting-related documentation and insights.,llms,0.38253432512283325,1.0518351895246305e-231,0.9804762005805969,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate accounting reports,Construct a tool that automates the generation of financial reporting metrics.,llms,0.2777411639690399,0.0,0.9803199172019958,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write code to generate accounting reports,Develop a program to create financial reports for accounting purposes.,llms,0.6856488585472107,1.3165594234639305e-231,0.9855204224586487,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate accounting reports,Construct code that produces detailed accounting statements.,llms,0.48088157176971436,1.2882297539194154e-231,0.983120858669281,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate accounting reports,Write a script that automates the generation of financial reports.,llms,0.2703200578689575,1.1896457329133973e-231,0.984455943107605,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate accounting reports,Implement a solution for generating comprehensive accounting summaries.,llms,0.4881893992424011,1.0518351895246305e-231,0.9786348938941956,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate accounting reports,Create a function that compiles and outputs accounting-related reports.,llms,0.34423965215682983,1.0244914152188952e-231,0.9761176109313965,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write code to generate accounting reports,Create a program that produces financial statements.,llms,0.39890438318252563,0.0,0.9790551662445068,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate accounting reports,Develop code to compile reports for bookkeeping purposes.,llms,0.6791296601295471,6.7393716283177006e-155,0.9863994121551514,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate accounting reports,Write a script that generates financial summaries.,llms,0.3675186336040497,1.0832677820940877e-231,0.9823526740074158,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate accounting reports,Construct a program that outputs accounting documentation.,llms,0.4371927082538605,1.0832677820940877e-231,0.9824998378753662,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write code to generate accounting reports,Design a solution to automate the creation of financial reports.,llms,0.41815704107284546,1.1896457329133973e-231,0.9839068055152893,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
